exec_time,avg_latency,package_energy,e_cores,st_cores,ht_cores,Solutions
3.7005956172943115,0.8465,840.002136,13.0,4.0,3.0,"21,20,1,27,27,8,10,17,12,2,24,29,5,7,25,28,11,0,19,4,22,26,18"
3.703425884246826,0.8465,756.586914,3.0,10.0,5.0,"8,8,8,10,14,3,3,1,7,11,11,15,4,0,0,13,12,12,16,16,16,2,2"
3.7049453258514404,0.8465,742.623413,12.0,5.0,3.0,"21,20,1,27,22,8,10,17,12,13,24,29,5,7,25,11,11,11,19,4,18,18,18"
3.7068488597869873,0.8465,708.946594,3.0,18.0,1.0,"8,8,8,8,30,3,3,23,7,9,9,18,4,0,12,12,12,12,12,12,12,12,12"
3.708148956298828,0.8465,776.623413,4.0,5.0,7.0,"6,8,8,10,14,3,16,1,7,11,11,15,4,0,0,13,12,12,27,27,27,2,9"
3.710867166519165,0.8465,741.918152,11.0,6.0,3.0,"21,20,1,27,22,8,10,17,12,13,24,29,5,7,11,11,11,11,19,4,18,18,18"
3.711019277572632,0.8465,778.022461,11.0,2.0,5.0,"21,20,1,15,27,8,10,17,12,13,24,29,5,7,25,28,11,0,19,4,6,26,18"
3.7235419750213623,0.8465,773.259094,1.0,6.0,8.0,"6,8,8,10,14,3,3,1,7,11,5,15,4,0,27,13,12,12,12,12,12,2,9"
3.7265701293945312,0.8465,773.362976,0.0,23.0,0.0,"8,8,8,8,3,3,3,14,14,11,11,6,4,0,13,13,13,13,13,13,13,13,13"
3.7267727851867676,0.8465,740.558289,10.0,9.0,2.0,"21,20,15,27,28,8,10,17,12,13,24,22,5,0,0,11,11,11,11,11,16,26,18"
3.729604482650757,0.8465,768.725708,12.0,3.0,4.0,"21,20,1,1,27,8,10,17,12,13,24,29,5,7,28,28,11,0,19,4,22,26,18"
3.7310738563537598,0.8465,728.8573,8.0,13.0,1.0,"21,20,15,18,28,8,8,17,12,13,24,29,5,0,25,11,11,11,11,11,11,11,11"
3.7323429584503174,0.8465,734.082275,0.0,21.0,1.0,"8,8,8,8,3,3,3,14,9,11,11,6,4,0,13,13,13,13,13,13,13,13,13"
3.7379837036132812,0.8465,716.130005,0.0,21.0,1.0,"10,10,10,10,3,3,3,14,8,11,11,6,4,0,13,13,13,13,13,13,13,13,13"
3.7416434288024902,0.8465,772.817627,13.0,4.0,3.0,"21,20,1,27,27,8,10,17,12,13,24,29,5,7,25,28,0,0,19,4,22,26,18"
3.742025375366211,0.8465,813.149658,4.0,11.0,4.0,"8,8,8,10,9,3,3,7,7,11,11,15,4,0,0,13,12,19,19,19,19,2,2"
3.744460344314575,0.8465,825.744263,13.0,2.0,4.0,"21,20,1,27,23,8,10,17,12,13,24,29,5,7,25,28,11,0,19,4,22,26,18"
3.7466115951538086,0.8465,781.018433,9.0,4.0,5.0,"21,20,1,15,27,8,10,17,12,13,24,29,5,7,0,11,11,11,19,4,6,26,18"
3.7534193992614746,0.8465,703.83197,9.0,8.0,3.0,"21,20,9,9,28,8,10,17,12,13,30,22,5,0,0,11,11,11,7,7,16,26,18"
3.7537190914154053,0.8465,782.944885,2.0,7.0,7.0,"6,8,8,10,9,3,3,1,7,11,11,15,4,0,26,13,12,12,12,12,14,2,21"
3.755577325820923,0.8465,697.115784,9.0,8.0,3.0,"21,31,9,9,28,8,10,17,12,13,30,22,5,0,0,11,11,11,7,7,16,26,18"
3.7560906410217285,0.8465,741.08728,12.0,5.0,3.0,"21,20,1,27,27,8,10,17,12,13,24,29,5,7,25,11,11,11,19,4,18,18,18"
3.7591307163238525,0.8465,714.465576,9.0,6.0,4.0,"21,20,9,9,28,8,10,17,12,13,30,22,5,0,25,11,11,11,7,7,16,26,4"
3.7618393898010254,0.8465,693.518738,2.0,17.0,2.0,"11,11,11,11,5,5,5,14,10,13,24,28,6,15,3,3,3,3,3,3,3,3,3"
3.767247438430786,0.8465,819.36676,13.0,2.0,4.0,"21,20,1,27,27,8,10,17,12,13,24,29,5,7,25,28,0,11,19,4,22,26,18"
3.7692322731018066,0.8465,715.747375,1.0,12.0,5.0,"8,8,10,10,9,3,3,14,7,11,31,15,4,0,13,13,12,12,12,5,5,5,5"
3.770707607269287,0.8465,696.619202,8.0,7.0,4.0,"21,20,9,9,28,8,10,17,12,13,30,22,5,0,0,11,11,11,7,7,16,26,4"
3.7727909088134766,0.8465,781.094604,5.0,4.0,7.0,"6,8,8,22,14,3,3,1,7,11,5,15,4,0,0,13,12,30,30,30,30,2,9"
3.7749016284942627,0.8465,767.027649,0.0,23.0,0.0,"8,8,8,8,3,3,3,14,14,11,11,6,4,0,12,12,12,12,12,12,12,12,12"
3.781484603881836,0.8465,752.95813,1.0,22.0,0.0,"9,9,9,9,5,5,5,12,25,1,1,1,6,15,10,10,10,10,10,10,10,10,10"
3.784047842025757,0.8465,785.300781,4.0,3.0,8.0,"6,8,8,10,14,3,23,1,7,11,5,15,4,0,0,13,12,12,24,24,24,2,9"
3.78590989112854,0.8465,740.166321,11.0,6.0,3.0,"21,20,1,27,27,8,10,17,12,13,24,29,5,7,11,11,11,11,19,4,18,18,18"
3.7891836166381836,0.8465,688.448425,4.0,13.0,3.0,"10,14,14,14,5,4,4,4,23,27,28,28,6,3,7,7,7,2,2,8,8,8,8"
3.793229579925537,0.8465,761.393005,4.0,7.0,6.0,"6,8,8,10,14,3,3,1,7,11,11,15,4,0,0,13,12,24,24,24,24,2,2"
3.794374704360962,0.8465,734.330811,11.0,8.0,2.0,"21,20,1,27,3,8,10,17,12,13,24,29,5,7,9,9,9,9,19,19,18,18,18"
3.7956485748291016,0.8465,711.63739,10.0,7.0,3.0,"21,20,9,24,28,8,10,17,12,13,30,22,5,0,0,11,11,11,7,7,16,26,18"
3.7996766567230225,0.8465,690.128296,2.0,17.0,2.0,"8,8,8,8,30,3,3,23,7,11,11,15,4,10,13,13,12,12,12,12,12,12,12"
3.80116868019104,0.8465,755.655823,12.0,7.0,2.0,"21,20,3,27,27,8,10,17,12,13,24,29,5,7,9,9,9,9,19,19,18,18,18"
3.804476499557495,0.8465,700.04187,0.0,19.0,2.0,"10,10,10,10,3,3,3,14,7,11,11,6,4,0,12,12,12,12,12,12,12,12,12"
3.8052046298980713,0.8465,734.846863,1.0,22.0,0.0,"9,9,9,9,5,5,5,11,25,1,1,1,6,15,2,2,2,2,2,2,2,2,2"
3.808683395385742,0.8465,832.509705,9.0,14.0,0.0,"9,0,0,13,13,13,10,10,10,21,17,30,6,15,2,2,2,28,28,28,28,28,28"
3.812403440475464,0.8465,717.948669,4.0,17.0,1.0,"1,1,1,1,5,4,4,4,17,27,22,22,6,2,9,9,9,9,9,9,9,9,9"
3.8133509159088135,0.8465,783.964905,13.0,2.0,4.0,"21,20,1,27,27,8,10,17,12,13,24,29,5,7,25,28,11,0,19,4,22,26,18"
3.8199217319488525,0.8465,695.442749,4.0,15.0,2.0,"1,1,1,1,5,9,9,9,17,27,22,22,6,3,7,7,2,2,2,2,2,2,2"
3.824409246444702,0.8465,713.952576,11.0,8.0,2.0,"21,20,1,26,26,8,10,17,12,13,13,29,5,7,9,9,9,9,19,19,18,18,18"
3.8244471549987793,0.8465,753.557739,4.0,11.0,4.0,"9,9,9,9,9,0,0,0,10,26,11,22,6,3,7,2,13,13,13,20,20,12,12"
3.8274855613708496,0.8465,794.460999,9.0,14.0,0.0,"9,0,0,13,13,13,10,10,10,26,17,30,6,15,2,2,2,28,28,28,28,28,28"
3.8277995586395264,0.8465,758.668701,5.0,18.0,0.0,"9,9,9,23,1,1,1,18,10,26,17,29,4,15,2,2,2,2,2,2,2,2,13"
3.8290791511535645,0.8465,858.521423,3.0,4.0,8.0,"6,8,14,10,9,3,3,1,20,5,11,15,7,0,0,13,12,12,12,30,30,2,4"
3.83632755279541,0.8465,749.028992,4.0,19.0,0.0,"9,9,9,9,5,5,5,10,10,26,30,30,7,15,2,18,12,12,12,12,12,12,12"
3.8389668464660645,0.8465,830.641113,3.0,4.0,8.0,"6,8,14,10,9,3,30,1,20,5,11,15,7,0,16,13,12,12,12,12,12,2,4"
3.8399813175201416,0.8465,691.611938,0.0,15.0,4.0,"10,10,10,10,3,3,3,14,7,11,11,6,15,0,13,13,12,12,12,12,12,12,12"
3.840801239013672,0.8465,723.806824,5.0,12.0,3.0,"29,14,14,14,5,4,4,4,17,27,28,28,6,3,7,7,7,2,2,8,8,8,8"
3.8417248725891113,0.8465,709.77771,4.0,9.0,5.0,"8,6,6,30,9,3,3,1,7,11,11,18,10,0,0,13,12,12,12,12,12,20,20"
3.841791868209839,0.8465,720.306458,2.0,21.0,0.0,"9,9,9,9,5,5,5,21,25,1,1,1,6,15,2,2,2,2,2,2,2,2,2"
3.841963768005371,0.8465,812.206848,6.0,3.0,7.0,"6,8,14,10,9,9,9,1,26,17,11,15,7,0,2,3,13,12,12,28,28,30,20"
3.842094898223877,0.8465,686.856689,6.0,13.0,2.0,"1,1,1,1,10,4,4,4,17,27,22,22,6,3,7,7,2,2,2,2,2,19,19"
3.842346429824829,0.8465,727.388245,2.0,11.0,5.0,"8,8,10,1,9,3,28,14,7,11,31,15,4,0,13,13,12,12,12,12,12,12,12"
3.8463668823242188,0.8465,810.352966,10.0,13.0,0.0,"18,0,0,13,13,13,10,10,10,21,17,30,6,15,2,2,2,28,28,28,28,28,28"
3.848005771636963,0.8465,722.098145,4.0,19.0,0.0,"9,9,9,9,1,1,1,18,10,26,17,29,4,15,2,2,2,2,2,2,2,2,2"
3.848254442214966,0.8465,838.469238,5.0,2.0,8.0,"6,8,14,10,9,3,30,1,20,5,11,15,7,0,24,13,12,12,12,19,19,2,4"
3.8492417335510254,0.8465,780.308777,14.0,3.0,3.0,"21,20,1,27,27,8,10,17,12,13,24,29,5,7,25,28,0,16,19,4,22,26,18"
3.8514440059661865,0.8465,757.84137,0.0,9.0,7.0,"6,8,8,10,9,5,5,1,7,11,11,15,4,0,14,13,12,12,12,12,12,2,2"
3.8514723777770996,0.8465,673.816528,7.0,12.0,2.0,"1,1,1,1,31,4,4,4,18,27,22,22,6,3,7,7,2,2,2,2,2,19,19"
3.8516032695770264,0.8465,789.619141,5.0,6.0,6.0,"6,8,14,10,9,9,9,1,26,17,11,15,7,0,2,13,13,13,30,30,30,12,12"
3.8516805171966553,0.8465,719.918762,10.0,9.0,2.0,"14,20,1,27,27,8,10,17,12,13,13,29,5,7,9,9,9,9,19,19,18,18,22"
3.8520233631134033,0.8465,751.12854,6.0,17.0,0.0,"18,19,1,4,4,4,4,12,12,27,29,29,10,2,17,8,8,8,8,8,8,8,8"
3.853748321533203,0.8465,723.457458,2.0,11.0,5.0,"8,8,8,30,9,3,3,1,7,11,11,18,10,0,0,13,12,12,12,12,12,2,2"
3.854074716567993,0.8465,802.586914,3.0,6.0,7.0,"6,8,14,10,9,9,22,1,26,17,11,15,7,0,2,3,13,13,13,13,13,12,12"
3.855168581008911,0.8465,698.370117,2.0,15.0,3.0,"8,8,8,8,30,3,6,23,7,11,11,15,4,10,13,13,12,12,12,12,12,12,12"
3.856360673904419,0.8465,685.395569,4.0,13.0,3.0,"1,1,1,1,5,4,4,4,17,27,22,22,6,3,7,7,2,2,2,2,2,9,9"
3.8579044342041016,0.8465,826.093933,7.0,2.0,7.0,"6,8,14,10,9,9,9,1,26,17,11,15,7,0,2,3,13,12,21,22,22,22,22"
3.8581013679504395,0.8465,791.713196,9.0,14.0,0.0,"0,0,0,13,13,13,10,10,10,21,17,30,6,15,2,2,2,28,28,28,28,28,28"
3.8583908081054688,0.8465,712.105591,7.0,14.0,1.0,"1,1,1,1,31,4,4,4,17,27,22,22,6,3,7,7,11,11,11,11,11,19,19"
3.8597311973571777,0.8465,690.752197,6.0,11.0,3.0,"1,1,1,1,5,4,4,4,17,27,22,22,6,3,7,7,2,2,2,2,2,19,19"
3.860048770904541,0.8465,823.867554,8.0,3.0,6.0,"6,8,14,10,9,9,22,1,26,17,11,15,7,0,2,3,12,12,30,30,30,30,30"
3.8608434200286865,0.8465,777.984131,11.0,2.0,5.0,"21,20,1,15,27,8,10,17,12,13,24,29,5,7,25,28,11,9,19,4,6,26,18"
3.861074924468994,0.8465,671.421509,5.0,14.0,2.0,"8,8,8,8,31,4,4,4,18,27,22,22,6,3,7,7,2,2,2,2,2,2,2"
3.8626551628112793,0.8465,750.784241,4.0,5.0,7.0,"6,8,8,10,9,3,3,1,7,5,11,22,4,0,0,13,12,12,12,27,27,2,25"
3.863708972930908,0.8465,806.922119,8.0,1.0,7.0,"6,8,14,10,9,9,22,1,26,17,11,15,7,0,2,3,13,12,30,30,30,30,30"
3.864727735519409,0.8465,668.620178,5.0,14.0,2.0,"1,1,1,1,31,4,4,4,18,27,22,22,6,3,7,7,2,2,2,2,2,2,2"
3.865516185760498,0.8465,830.75647,6.0,5.0,6.0,"6,8,14,10,2,2,22,1,26,17,11,15,7,0,0,3,13,13,19,19,19,12,12"
3.8666701316833496,0.8465,777.175842,2.0,7.0,7.0,"6,8,10,9,9,3,14,1,7,5,15,21,4,0,0,13,12,12,12,12,23,2,2"
3.86679744720459,0.0,791.005432,7.0,10.0,3.0,"6,0,0,12,4,4,11,11,27,19,9,9,14,2,17,10,13,23,7,7,17,17,17"
3.867112874984741,0.8465,685.725525,7.0,10.0,3.0,"1,1,1,1,5,4,4,4,17,27,22,22,6,3,7,7,2,2,2,2,18,18,18"
3.867748498916626,0.8465,679.643005,7.0,8.0,4.0,"15,14,14,14,5,4,4,4,17,27,28,28,6,3,7,7,7,2,2,25,25,25,8"
3.868574380874634,0.8465,861.601074,2.0,5.0,8.0,"6,8,14,10,9,3,30,1,20,5,11,15,7,0,0,13,12,12,12,12,12,2,4"
3.8692526817321777,0.8465,776.001343,5.0,6.0,6.0,"6,8,14,9,9,21,21,1,26,30,30,15,7,0,2,3,13,13,13,13,13,12,12"
3.869584798812866,0.8465,732.498413,5.0,8.0,5.0,"6,8,8,8,9,3,3,1,7,5,11,15,4,0,0,13,12,12,24,24,24,24,24"
3.870260715484619,0.8465,746.34082,5.0,18.0,0.0,"9,9,9,9,1,1,1,18,10,26,17,29,4,15,2,2,2,2,2,2,2,22,13"
3.870407819747925,0.8465,733.995239,2.0,13.0,4.0,"8,8,8,30,9,3,3,25,7,11,11,15,10,0,0,13,12,12,12,12,12,2,2"
3.8705129623413086,0.8465,790.600769,8.0,15.0,0.0,"9,9,9,9,5,26,26,12,10,1,17,17,6,15,2,2,2,2,2,20,20,20,20"
3.8722050189971924,0.8465,789.328979,7.0,2.0,7.0,"6,8,14,10,9,9,9,1,26,17,11,15,7,0,2,3,13,12,21,21,21,21,21"
3.872915029525757,0.8465,796.852356,6.0,3.0,7.0,"6,8,14,10,9,9,22,1,26,17,11,15,7,0,2,3,13,13,30,30,30,12,12"
3.8734238147735596,0.8465,746.957275,0.0,23.0,0.0,"9,9,9,9,5,5,5,11,11,1,1,1,6,15,2,2,2,2,2,2,2,2,2"
3.876291036605835,0.8465,774.217346,7.0,16.0,0.0,"9,9,9,20,1,10,10,10,18,26,17,29,6,15,4,4,4,4,4,4,4,22,24"
3.8763675689697266,0.8465,793.710815,6.0,3.0,7.0,"6,8,8,10,14,3,3,1,7,11,21,15,4,0,5,13,12,22,22,22,22,22,9"
3.876424789428711,0.8465,729.068359,11.0,6.0,3.0,"21,20,1,27,27,8,10,17,12,13,11,29,5,7,9,9,9,9,19,19,18,18,22"
3.8769569396972656,0.8465,782.967712,4.0,3.0,8.0,"6,8,8,10,14,3,3,1,7,11,5,15,4,0,0,13,12,30,30,30,30,2,9"
3.8771979808807373,0.8465,709.267395,12.0,7.0,2.0,"21,20,1,27,27,8,10,17,12,13,24,29,5,7,9,9,9,9,19,19,18,18,18"
3.8783745765686035,0.8465,748.19519,3.0,8.0,6.0,"6,8,8,9,9,3,3,1,7,5,11,22,4,0,0,13,12,12,12,27,27,2,2"
3.878397226333618,0.8465,710.053772,11.0,8.0,2.0,"21,20,1,27,27,8,10,17,12,13,13,29,5,7,9,9,9,9,19,19,18,18,18"
3.8784141540527344,0.8465,704.93103,5.0,12.0,3.0,"29,14,14,14,5,4,4,4,23,27,28,28,6,3,7,7,7,2,2,8,8,8,8"
3.8786075115203857,0.1025,770.911194,8.0,9.0,3.0,"6,0,0,0,4,4,11,11,11,19,20,20,14,2,17,10,13,23,30,7,17,17,1"
3.8795840740203857,0.8465,699.350037,5.0,12.0,3.0,"10,10,10,10,31,4,4,4,17,27,22,22,6,3,7,7,2,2,2,2,2,2,11"
3.8795955181121826,0.8465,763.01593,3.0,12.0,4.0,"12,12,12,12,5,4,4,4,17,26,11,22,6,3,7,0,2,14,14,14,14,13,13"
3.879702568054199,0.8465,738.764404,5.0,16.0,1.0,"9,9,9,23,1,1,1,18,10,26,17,29,4,11,2,2,2,2,2,2,2,2,13"
3.8803598880767822,0.8465,682.295288,4.0,15.0,2.0,"1,1,1,1,1,4,4,4,17,27,22,22,6,3,7,7,2,2,2,2,2,2,2"
3.880399227142334,0.8465,804.498901,9.0,0.0,7.0,"6,8,14,10,9,20,20,1,26,17,11,15,7,0,2,3,13,12,29,29,29,29,29"
3.8808069229125977,0.8465,786.416016,5.0,2.0,8.0,"6,8,8,10,14,3,23,1,7,11,5,15,4,0,0,13,12,16,16,16,16,2,9"
3.8809549808502197,0.8465,744.83429,6.0,17.0,0.0,"9,9,9,20,1,1,1,18,10,26,17,29,4,15,2,2,2,2,2,2,2,22,13"
3.8821215629577637,0.8465,809.165955,8.0,3.0,6.0,"6,14,14,10,9,9,22,1,26,17,11,15,7,0,2,3,13,12,30,30,30,30,30"
3.8838236331939697,0.8465,675.242065,4.0,13.0,3.0,"1,1,1,1,5,4,4,4,17,27,22,22,6,3,7,7,2,2,2,2,2,2,2"
3.8843395709991455,0.8465,711.937805,7.0,14.0,1.0,"1,1,1,1,31,4,4,4,18,27,22,22,6,11,7,7,2,2,2,2,2,19,19"
3.8844892978668213,0.8465,712.932556,4.0,11.0,4.0,"12,12,12,12,5,4,4,4,17,26,22,22,6,3,7,0,2,2,2,2,2,13,13"
3.884699583053589,0.8465,699.630371,9.0,12.0,1.0,"1,8,8,8,31,4,4,4,17,27,22,22,6,3,30,30,2,2,2,2,2,19,19"
3.8848185539245605,0.8465,819.908447,2.0,5.0,8.0,"6,8,14,10,9,3,3,1,20,5,11,15,7,0,24,13,12,12,12,12,12,2,4"
3.885303020477295,0.1025,789.308594,6.0,11.0,3.0,"6,0,0,0,4,4,11,11,11,19,9,9,14,2,17,10,13,23,30,7,17,17,1"
3.88541579246521,0.8465,719.660156,3.0,12.0,4.0,"8,8,8,8,23,5,5,14,1,17,17,15,4,0,13,13,12,12,12,12,12,12,12"
3.8864195346832275,0.0,799.329834,7.0,8.0,4.0,"6,0,0,12,4,4,11,11,27,19,9,9,14,2,17,10,13,23,7,5,17,17,17"
3.8867907524108887,0.8465,722.033569,11.0,6.0,3.0,"21,20,1,27,27,8,10,17,12,13,24,29,5,7,9,9,9,9,19,4,18,18,18"
3.88773250579834,0.0,783.627136,8.0,11.0,2.0,"6,0,0,26,4,4,11,11,27,19,9,9,14,2,17,10,13,23,7,7,17,17,17"
3.888047456741333,0.8465,721.452393,2.0,9.0,6.0,"8,6,6,30,9,3,3,1,7,11,11,18,10,0,0,13,12,12,12,12,12,2,2"
3.8899636268615723,0.8465,854.570557,7.0,4.0,6.0,"6,8,14,10,9,22,22,1,26,17,11,15,7,2,2,3,13,13,30,30,30,12,12"
3.890316963195801,0.0,793.109924,7.0,12.0,2.0,"6,0,0,26,4,4,11,11,11,19,9,9,14,2,17,10,13,23,7,7,17,17,17"
3.891244411468506,0.8465,799.110352,3.0,6.0,7.0,"6,8,14,10,9,9,18,1,26,17,11,15,7,0,2,3,13,13,13,13,13,12,12"
3.8924615383148193,0.1025,788.270264,7.0,10.0,3.0,"6,0,0,0,4,4,11,11,27,19,9,9,14,2,17,10,13,23,30,7,17,17,1"
3.892899513244629,0.8465,750.831726,3.0,6.0,7.0,"6,8,8,10,9,3,3,1,7,5,11,22,4,0,0,13,12,12,12,27,27,2,2"
3.8929805755615234,0.8465,782.493591,10.0,1.0,6.0,"21,20,1,15,27,8,10,17,12,13,24,29,5,7,14,28,11,9,19,4,6,26,18"
3.8949098587036133,0.0,773.631958,9.0,10.0,2.0,"6,0,0,12,4,4,11,11,27,19,9,9,14,2,17,10,13,23,24,24,17,17,17"
3.8949971199035645,0.8465,687.207458,8.0,11.0,2.0,"29,5,5,5,5,11,11,11,17,27,28,28,6,3,7,7,7,2,2,25,25,25,8"
3.895183563232422,0.8465,785.784607,10.0,13.0,0.0,"9,9,9,20,1,1,1,18,10,26,17,29,6,15,2,2,2,19,19,19,19,22,13"
3.895289659500122,0.8465,812.128418,6.0,5.0,6.0,"6,8,14,10,9,9,22,1,26,17,11,15,7,0,21,3,13,12,12,12,12,30,30"
3.8954224586486816,0.8465,819.96521,9.0,2.0,6.0,"6,16,14,10,9,9,22,1,26,17,11,15,7,0,2,3,13,12,30,30,30,30,30"
3.8954920768737793,0.8465,690.580994,9.0,10.0,2.0,"1,1,1,1,31,4,4,4,17,27,22,22,6,3,7,7,2,2,2,24,24,19,19"
3.897203207015991,0.8465,744.042908,0.0,11.0,6.0,"6,6,6,10,14,3,3,1,7,11,11,15,4,0,5,13,12,12,12,12,12,12,9"
3.8978426456451416,0.8465,820.42572,14.0,9.0,0.0,"22,4,3,29,1,7,26,26,16,25,25,21,12,10,30,9,9,9,20,20,20,20,20"
3.8989200592041016,0.8465,766.012451,7.0,16.0,0.0,"9,9,9,23,1,1,1,18,10,26,17,29,4,15,2,2,2,2,2,2,2,30,30"
3.901723861694336,0.8465,760.568054,4.0,7.0,6.0,"6,8,8,10,9,3,3,1,7,28,11,22,4,0,0,13,12,12,12,27,27,2,2"
3.902435302734375,0.8465,682.008118,9.0,10.0,2.0,"29,15,15,15,15,4,4,4,17,27,28,28,6,3,7,7,7,2,2,25,25,25,18"
3.902729034423828,0.0,779.033203,8.0,11.0,2.0,"6,0,0,26,4,4,11,11,29,19,9,9,14,2,17,10,13,23,7,7,17,17,17"
3.903473377227783,0.8465,732.948364,9.0,14.0,0.0,"9,9,9,9,5,5,5,13,24,21,17,30,6,15,2,2,2,2,22,22,22,22,22"
3.9040956497192383,0.8465,680.657471,5.0,12.0,3.0,"10,10,10,10,31,8,8,8,17,27,22,22,6,3,7,7,2,2,2,2,2,2,11"
3.9048783779144287,0.8465,803.529785,9.0,0.0,7.0,"6,8,14,10,9,20,24,1,26,17,11,15,7,0,2,3,13,12,21,21,29,29,29"
3.9055426120758057,0.8465,764.034241,2.0,7.0,7.0,"6,8,8,10,9,3,3,1,7,5,11,15,4,0,0,13,12,12,12,24,24,2,2"
3.9056003093719482,0.8465,800.095825,14.0,9.0,0.0,"22,4,3,29,1,7,26,26,16,25,25,21,12,10,30,9,9,9,23,23,23,23,23"
3.9069478511810303,0.8465,719.445496,10.0,9.0,2.0,"1,1,1,1,31,4,4,4,18,27,22,22,6,3,7,7,2,2,16,16,16,19,19"
3.909013271331787,0.8465,739.272583,3.0,10.0,5.0,"8,6,6,30,9,3,3,1,7,11,28,18,10,0,0,13,2,2,2,2,2,2,2"
3.909940719604492,0.8465,805.211975,6.0,5.0,6.0,"6,8,10,10,9,9,9,1,26,17,11,15,7,0,2,3,13,12,12,16,25,30,30"
3.9105868339538574,0.8465,769.867188,8.0,15.0,0.0,"9,9,9,9,5,5,5,13,10,21,17,28,6,15,2,2,2,2,22,22,22,22,22"
3.9112250804901123,0.8465,687.505615,10.0,9.0,2.0,"29,15,15,15,15,4,4,4,17,27,28,28,6,3,7,7,23,2,2,25,25,25,25"
3.9117157459259033,0.8465,721.919922,4.0,7.0,6.0,"8,6,6,30,9,3,3,1,7,11,28,18,10,0,0,13,12,12,12,12,21,2,2"
3.913559913635254,0.8465,800.987976,13.0,10.0,0.0,"22,4,3,29,1,7,26,26,16,25,25,21,12,10,9,9,9,9,20,20,20,20,20"
3.9157426357269287,0.8465,789.65271,7.0,4.0,6.0,"6,8,14,23,9,9,9,1,26,17,11,15,7,0,2,3,13,12,12,28,25,30,20"
3.916245460510254,0.8465,761.161194,8.0,15.0,0.0,"9,9,9,9,5,5,5,13,10,21,17,30,6,15,2,2,2,2,22,22,22,22,22"
3.918757438659668,0.8465,802.398132,6.0,5.0,6.0,"6,8,14,10,9,9,9,1,26,17,11,22,7,0,2,3,13,12,12,12,25,30,20"
3.9196550846099854,0.8465,687.310913,10.0,7.0,3.0,"29,23,14,14,5,4,4,20,17,27,28,28,6,3,7,7,7,2,2,25,25,25,8"
3.92034649848938,0.8465,723.697144,0.0,13.0,5.0,"8,8,8,8,9,3,3,1,7,11,11,15,10,0,0,13,12,12,12,12,12,2,2"
3.9215102195739746,0.8465,729.103394,3.0,8.0,6.0,"8,6,6,30,9,3,3,1,7,11,28,18,10,0,0,13,12,12,12,12,12,2,2"
3.9224042892456055,0.8465,802.30011,6.0,5.0,6.0,"6,8,14,10,9,9,9,1,26,17,11,15,7,0,2,3,3,12,12,28,25,30,20"
3.9232420921325684,0.0,759.143494,13.0,8.0,1.0,"18,19,1,4,4,4,4,12,12,27,29,29,10,2,17,21,3,23,20,22,17,17,17"
3.9234886169433594,0.0,808.080627,8.0,9.0,3.0,"6,0,0,12,4,4,11,24,27,19,9,9,14,2,17,10,13,23,7,7,17,17,17"
3.923985004425049,0.1025,804.888733,8.0,7.0,4.0,"6,0,0,26,4,4,11,11,27,19,9,9,12,2,17,10,13,23,30,7,17,17,1"
3.9266531467437744,0.8465,829.192383,12.0,1.0,5.0,"21,20,1,30,27,8,10,17,12,13,24,29,5,7,25,28,11,0,19,4,6,26,18"
3.928804874420166,0.8465,700.837646,6.0,9.0,4.0,"1,1,1,1,5,4,4,4,17,27,22,22,6,3,7,0,2,2,2,2,2,25,19"
3.930208444595337,0.8465,792.154724,2.0,5.0,8.0,"6,8,10,9,9,3,14,1,7,5,11,15,4,0,29,13,12,12,12,12,12,2,20"
3.9304494857788086,0.8465,795.553955,11.0,12.0,0.0,"22,4,3,29,1,7,7,7,16,25,25,21,12,10,9,9,9,9,20,20,20,20,20"
3.9307634830474854,0.8465,680.504578,12.0,7.0,2.0,"6,8,8,8,4,4,19,19,31,27,22,23,7,3,2,2,2,18,18,18,18,18,18"
3.931830406188965,0.8465,694.681396,8.0,9.0,3.0,"29,5,0,0,0,4,4,4,17,27,28,28,6,3,7,7,7,2,2,25,25,25,8"
3.931884288787842,0.8465,742.376099,0.0,11.0,6.0,"6,8,8,9,9,3,3,1,7,5,14,15,4,0,0,13,12,12,12,12,12,12,12"
3.9332215785980225,0.8465,713.33252,9.0,6.0,4.0,"29,23,14,14,5,4,4,4,17,27,28,28,6,3,7,7,7,2,9,25,25,25,8"
3.9332754611968994,0.8465,772.321045,5.0,10.0,4.0,"12,12,30,15,5,4,4,4,17,26,11,22,6,3,7,0,2,2,2,2,2,13,23"
